VCC,TARGTYPE,GCSAT,HOST,RA,DEC,VHEL,VERR,VERR_pe,VERR_ne,ZCONF,VOBS,VOBS_pe,VOBS_ne,ABANDCOR,ABANDCOR_pe,ABANDCOR_ne,HELCOR,SN,KECKID,MASKNAME,SLITNUM,ZSPECNUM,ZQUAL,YLOW,YHIGH,SPEC1DNAME,Type,Probability,Nucleus 
---,SGR,N,---,188.01583862304688,11.933305740356445,-17.552457809448242,5.974771976470947,6.080768585205078,5.110638618469238,1.0,-11.988293647766113,5.05349588394165,3.602492332458496,-8.435835838317871,3.1421737670898438,3.4023537635803223,14.0,4.920000076293945,sgr764,vdgc2,66,75,4,41,48,spec1d.vdgc6.036.gcN188.fits,Star,0.983616828918457,0
---,SGR,N,---,188.00070190429688,11.896166801452637,9.346150398254395,14.674901008605957,14.84011173248291,14.257492065429688,1.0,20.754358291625977,13.039020538330078,13.32922077178955,-2.5917930603027344,6.974824905395508,4.9033918380737305,14.0,2.8499999046325684,sgr752,vdgc2,65,74,4,17,23,spec1d.vdgc6.037.gcN189.fits,Star,0.9842195510864258,0
---,SGR,N,---,187.97113037109375,11.88408374786377,-2.6021151542663574,12.698596000671387,15.705584526062012,9.328872680664062,1.0,-9.076278686523438,0.3902699947357178,0.3902699947357178,-20.474164962768555,15.650827407836914,9.236390113830566,14.0,11.300000190734863,sgr747,vdgc2,64,73,4,24,30,spec1d.vdgc6.038.gcN190.fits,Star,0.9840601682662964,0
---,SGR,N,---,187.99778747558594,11.867166519165039,20.623952865600586,10.495885848999023,10.114028930664062,10.440108299255371,1.0,20.854429244995117,8.866133689880371,9.496569633483887,-13.769525527954102,4.703253746032715,4.1528730392456055,14.0,4.53000020980835,sgr739,vdgc2,63,72,4,12,19,spec1d.vdgc6.039.gcN192.fits,Star,0.9842163324356079,0
---,SGR,N,---,187.98049926757812,11.849666595458984,-26.608722686767578,7.849424839019775,10.429451942443848,4.821114540100098,1.0,-6.904776573181152,9.626659393310547,3.6725406646728516,5.703946113586426,3.8126378059387207,2.8619797229766846,14.0,6.889999866485596,sgr734,vdgc2,62,71,4,43,50,spec1d.vdgc6.040.gcN202.fits,Star,0.9832080602645874,0
---,VIR,N,---,187.9772491455078,12.03558349609375,20.543895721435547,4.267471790313721,3.942397356033325,3.4174044132232666,1.0,36.325130462646484,3.51242995262146,2.902007579803467,1.7812323570251465,1.280886173248291,1.3008999824523926,14.0,18.479999542236328,vir690,vdgc2,61,70,4,14,20,spec1d.vdgc6.041.gcN203.fits,Star,0.9842169284820557,0
---,VIR,N,---,187.98707580566406,11.95877742767334,-26.4886417388916,2.5423147678375244,1.3426814079284668,1.3237159252166748,1.0,-13.469317436218262,0.4302976727485657,0.28019383549690247,-0.9806784391403198,0.2301592230796814,0.3302284777164459,14.0,91.75,vir680,vdgc2,59,67,4,97,103,spec1d.vdgc6.041.serendip1.fits,Star,0.9832141995429993,0
---,VIR,N,---,187.97837829589844,11.949861526489258,277.51165771484375,2.7076539993286133,1.5999501943588257,1.6499288082122803,1.0,289.4902648925781,0.970671534538269,1.0207061767578125,-2.0213983058929443,0.2301592230796814,0.3402353823184967,14.0,70.05999755859375,vir679,vdgc2,58,65,4,22,28,spec1d.vdgc6.042.gcN205.fits,Star,0.8234166502952576,0
---,GCN,N,---,188.0121612548828,12.11269474029541,174.4003448486328,24.902746200561523,27.700061798095703,22.618192672729492,1.0,157.18875122070312,21.715023040771484,12.108376502990723,-31.211591720581055,17.151865005493164,19.063186645507812,14.0,3.5999999046325684,gcN474,vdgc2,57,64,3,116,122,spec1d.vdgc6.043.gcN216.fits,Star,0.9599376320838928,0
---,GCN,N,---,187.98416137695312,12.101361274719238,1312.4676513671875,8.291744232177734,9.593345642089844,6.532129764556885,1.0,1327.698486328125,8.956195831298828,5.343696594238281,1.2308515310287476,3.2022151947021484,3.5424506664276123,14.0,8.319999694824219,gcN459,vdgc2,56,63,3,8,16,spec1d.vdgc6.044.gcN220.fits,M87GC,0.8463554382324219,0
---,GCN,N,---,187.98654174804688,12.098055839538574,1038.788330078125,11.691877365112305,13.458343505859375,9.853796005249023,1.0,1017.8341064453125,6.6245832443237305,1.6911699771881104,-34.95418167114258,11.64805793762207,9.626659393310547,14.0,7.070000171661377,gcN449,vdgc2,55,61,4,40,47,spec1d.vdgc6.045.gcN221.fits,M87GC,0.695209801197052,0
---,GCN,N,---,188.03558349609375,12.09719467163086,1070.5703125,5.709846496582031,5.047518253326416,5.551506996154785,1.0,1093.17626953125,4.292969703674316,5.1035308837890625,8.60595417022705,2.3416199684143066,1.7912391424179077,14.0,10.4399995803833,gcN446,vdgc2,54,60,4,118,125,spec1d.vdgc6.046.gcN223.fits,M87GC,0.7289186120033264,0
---,SERZ,N,---,188.01278686523438,12.080172538757324,20.32374382019043,4.666513442993164,4.689682483673096,3.5878689289093018,1.0,-2.4516959190368652,4.49310827255249,3.3122916221618652,-36.77544403076172,0.4903392195701599,0.5804014801979065,14.0,24.860000610351562,serendip1,vdgc2,53,59,4,162,168,spec1d.vdgc6.048.gcN230.fits,Star,0.9842183589935303,0
---,GCN,N,---,188.01287841796875,12.080888748168945,1405.1517333984375,3.9696595668792725,3.086758613586426,3.568713426589966,1.0,1428.578369140625,0.0,0.0,9.426522254943848,2.8219521045684814,3.3423123359680176,14.0,2.6500000953674316,gcN421,vdgc2,53,58,3,140,146,spec1d.vdgc6.049.gcN240.fits,M87GC,0.8494563698768616,0
---,GCN,N,---,188.03199768066406,12.07349967956543,351.172607421875,10.87938117980957,10.6513671875,10.686860084533691,1.0,374.87933349609375,10.197054862976074,9.986908912658691,9.70671558380127,2.8119454383850098,3.5924854278564453,14.0,6.389999866485596,gcN407,vdgc2,52,57,4,76,83,spec1d.vdgc6.051.vir313.fits,ICGC,0.5292045474052429,0
---,GCN,Y,VCC1420,188.03924560546875,12.066611289978027,1066.7176513671875,18.284029006958008,17.041980743408203,19.34387969970703,1.0,1120.8953857421875,10.937565803527832,10.417206764221191,40.17779541015625,13.008999824523926,16.251243591308594,14.0,3.880000114440918,gcN395,vdgc2,51,56,4,74,81,spec1d.vdgc6.052.vir315.fits,DE_GC,1.0,0
---,GCN,N,---,188.01150512695312,12.063333511352539,950.277099609375,24.735010147094727,20.951011657714844,28.33059310913086,1.0,958.5631103515625,19.493486404418945,26.44829750061035,-5.713953018188477,7.575240612030029,10.076972007751465,14.0,3.2699999809265137,gcN387,vdgc2,50,55,1,15,23,spec1d.vdgc6.053.vir316.fits,M87GC,0.5696026086807251,0
---,GCN,N,---,187.97999572753906,12.06291675567627,1131.0020751953125,17.438871383666992,19.26241683959961,15.349833488464355,1.0,1135.0853271484375,18.88306427001953,14.940335273742676,-9.916860580444336,3.5924854278564453,3.2922775745391846,14.0,2.8399999141693115,gcN386,vdgc2,49,54,4,48,55,spec1d.vdgc6.054.sgr389.fits,M87GC,0.7785046696662903,0
---,GCN,N,---,188.00375366210938,12.050027847290039,196.07533264160156,6.362270355224609,5.4280524253845215,6.55448055267334,1.0,215.93939208984375,4.77330207824707,6.074202060699463,5.8640570640563965,2.2615647315979004,2.1214675903320312,14.0,9.449999809265137,gcN371,vdgc2,47,51,4,44,50,spec1d.vdgc6.055.sgr390.fits,Star,0.9477831721305847,0
---,GCN,N,---,188.01950073242188,12.038944244384766,147.21151733398438,42.894691467285156,27.82876968383789,58.073081970214844,1.0,147.3619384765625,24.39687728881836,54.5777587890625,-13.849580764770508,13.32922077178955,19.803699493408203,14.0,2.6700000762939453,gcN354,vdgc2,45,48,3,62,67,spec1d.vdgc6.056.sgr410.fits,Star,0.9699639678001404,0
---,GCN,N,---,187.99588012695312,12.038444519042969,1257.399658203125,12.391932487487793,14.502906799316406,9.941150665283203,1.0,1300.7998046875,8.03555965423584,6.374410152435303,29.400339126586914,12.008307456970215,7.525206089019775,14.0,3.069999933242798,gcN352,vdgc2,44,47,4,39,45,spec1d.vdgc6.057.sgr415.fits,M87GC,0.8356516361236572,0
---,GCN,N,---,187.97850036621094,12.036805152893066,1604.4095458984375,3.38070011138916,3.063246488571167,2.169956922531128,1.0,1614.947265625,0.6404430866241455,0.7405123114585876,-3.462395191192627,2.7218830585479736,1.6111146211624146,14.0,9.770000457763672,gcN351,vdgc2,43,46,4,46,53,spec1d.vdgc6.058.sgr416.fits,M87GC,0.7877958416938782,0
---,GCN,N,---,187.97816467285156,12.027777671813965,700.7944946289062,3.2494351863861084,2.4475467205047607,2.417184591293335,1.0,718.2468872070312,1.941343069076538,1.6911699771881104,3.452388286590576,0.8105607032775879,1.1908237934112549,14.0,18.100000381469727,gcN343,vdgc2,42,45,4,24,30,spec1d.vdgc6.059.sgr417.fits,ICGC,0.873903751373291,0
---,GCN,N,---,187.98670959472656,12.025055885314941,1540.9156494140625,17.215017318725586,16.874361038208008,17.2918643951416,1.0,1464.8533935546875,12.268486976623535,11.988293647766113,-90.06230926513672,11.51796817779541,12.398577690124512,14.0,3.4700000286102295,gcN339,vdgc2,40,43,4,21,27,spec1d.vdgc6.060.sgr418.fits,M87GC,0.8197705149650574,0
---,GCN,N,---,188.04129028320312,12.017833709716797,186.08840942382812,5.968338966369629,5.418006896972656,5.775043487548828,1.0,188.4403533935547,3.742588996887207,4.803322792053223,-11.64805793762207,3.7125682830810547,2.9520421028137207,14.0,13.789999961853027,gcN323,vdgc2,39,42,4,17,23,spec1d.vdgc6.061.sgr426.fits,Star,0.9539579749107361,0
---,GCN,N,---,187.9825439453125,12.00563907623291,145.90061950683594,10.343461036682129,10.060670852661133,10.170711517333984,1.0,164.04348754882812,9.756750106811523,9.936873435974121,4.142866134643555,2.1114606857299805,1.7712253332138062,14.0,7.099999904632568,gcN298,vdgc2,38,41,4,114,120,spec1d.vdgc6.063.mst516.fits,Star,0.9703399538993835,0
---,GCN,N,---,188.01341247558594,11.97397232055664,135.34332275390625,2.7626583576202393,1.6343790292739868,1.798965334892273,1.0,148.82296752929688,0.8706023097038269,1.0307130813598633,-0.520359992980957,0.590408444404602,0.7805399894714355,14.0,30.799999237060547,gcN259,vdgc2,37,40,4,107,113,spec1d.vdgc6.064.mst520.fits,Star,0.973082959651947,0
---,GCN,Y,VCC1396,188.0067138671875,11.972833633422852,1510.744873046875,7.1321001052856445,5.429851055145264,8.178570747375488,1.0,1506.7322998046875,4.202907562255859,6.764679908752441,-18.012460708618164,3.2022151947021484,4.423059940338135,14.0,4.610000133514404,gcN253,vdgc2,36,39,4,22,28,spec1d.vdgc6.065.mst522.fits,DE_GC,1.0,0
---,GCN,Y,VCC1396,187.99441528320312,11.967305183410645,1237.1156005859375,6.938639163970947,7.228704929351807,5.984055995941162,1.0,1242.1593017578125,5.633897304534912,4.122852325439453,-8.956195831298828,4.353011608123779,4.1528730392456055,14.0,4.760000228881836,gcN244,vdgc2,35,38,4,26,32,spec1d.vdgc7.000.alg43.fits,DE_GC,1.0,0
---,SGR,N,---,188.03341674804688,11.938166618347168,-21.3050537109375,5.855794429779053,6.231332778930664,4.692916393280029,1.0,-10.64736557006836,5.4337592124938965,3.6124989986419678,-3.3423123359680176,2.7819244861602783,2.7218830585479736,14.0,8.970000267028809,sgr767,vdgc2,67,76,4,16,22,spec1d.vdgc7.001.alg47.fits,Star,0.9834608435630798,0
---,SGR,N,---,187.97866821289062,11.951666831970215,-13.05935001373291,4.255040168762207,3.6473827362060547,3.6927173137664795,1.0,-12.098369598388672,3.0020768642425537,2.7819244861602783,-13.039020538330078,1.6511422395706177,2.081439971923828,14.0,13.039999961853027,sgr770,vdgc2,68,78,4,116,122,spec1d.vdgc7.002.alg142.fits,Star,0.9837795495986938,0
---,SGR,N,---,187.9982147216797,11.99305534362793,-27.219144821166992,4.316233158111572,3.896035671234131,3.574601173400879,1.0,-12.528667449951172,3.502423048019409,3.1021461486816406,0.6904776692390442,1.160802960395813,1.2608723640441895,14.0,16.079999923706055,sgr779,vdgc2,69,79,4,66,72,spec1d.vdgc7.003.alg147.fits,Star,0.9831764698028564,0
---,SGR,N,---,188.0157928466797,12.010083198547363,18.89275550842285,3.850653648376465,3.236013412475586,3.1318631172180176,1.0,23.01592254638672,0.12008307874202728,0.2301592230796814,-9.876832962036133,2.982063055038452,2.8619797229766846,14.0,6.639999866485596,sgr783,vdgc2,70,80,4,151,157,spec1d.vdgc7.004.alg180.fits,Star,0.9842264652252197,0
---,VIR,N,---,188.33004760742188,9.384805679321289,162.2418670654297,4.032709121704102,3.3410236835479736,3.4651997089385986,1.0,163.8633575439453,2.5417582988739014,2.7719178199768066,-12.278493881225586,1.7712253332138062,1.6611491441726685,13.899999618530273,25.299999237060547,vir203,vdgc3,40,43,4,17,25,spec1d.vdgc7.005.alg197.fits,Star,0.9599429368972778,0
---,GCN,N,---,188.44561767578125,9.507055282592773,65.94523620605469,15.798416137695312,15.729667663574219,15.80306625366211,1.0,31.44175148010254,7.445150852203369,10.617344856262207,-48.40348815917969,13.799546241760254,11.63805103302002,13.899999618530273,4.099999904632568,gcN118,vdgc3,38,41,3,168,176,spec1d.vdgc7.006.nuc5.fits,Star,0.9807704091072083,0
---,GCN,N,---,188.40533447265625,9.488944053649902,27.768827438354492,2.787435531616211,1.7865650653839111,1.722295880317688,1.0,38.16640090942383,1.2008306980133057,1.090754508972168,-3.502423048019409,0.4302976727485657,0.4603184461593628,13.899999618530273,43.25,gcN111,vdgc3,37,40,4,94,102,spec1d.vdgc7.007.nuc6.fits,Star,0.982696533203125,0
---,GCN,Y,VCC1563,188.61158752441406,11.897333145141602,2240.719482421875,7.250298976898193,6.484408855438232,7.35492467880249,1.0,2261.29443359375,5.904084205627441,6.764679908752441,7.275032997131348,2.371640682220459,2.601799964904785,13.300000190734863,5.409999847412109,gcN184,vdgc6,34,42,4,15,20,spec1d.vdgc7.008.gcA8.fits,DE_GC,1.0,0
---,GCN,Y,VCC1509,188.38470458984375,9.46786117553711,852.049072265625,11.120438575744629,11.312240600585938,10.703848838806152,1.0,859.3544921875,5.723959445953369,7.675309658050537,-6.59456205368042,9.6766939163208,7.355088233947754,13.899999618530273,3.880000114440918,gcN103,vdgc3,34,37,3,70,78,spec1d.vdgc7.009.gcA9.fits,DE_GC,1.0,0
---,GCN,N,---,188.38462829589844,9.460861206054688,74.51116180419922,2.5664830207824707,1.3721531629562378,1.3795406818389893,1.0,77.54364776611328,0.5103530883789062,0.520359992980957,-10.867518424987793,0.24016615748405457,0.2601799964904785,13.899999618530273,79.69999694824219,gcN95,vdgc3,31,34,4,25,33,spec1d.vdgc7.010.gcA13.fits,Star,0.9800191521644592,0
---,GCN,N,---,188.34266662597656,9.454111099243164,-6.1046061515808105,2.9632701873779297,1.8927109241485596,2.158783435821533,1.0,-7.505192279815674,1.3008999824523926,1.6711561679840088,-15.30058479309082,0.5703946352005005,0.5503807663917542,13.899999618530273,36.47999954223633,gcN92,vdgc3,29,32,4,10,18,spec1d.vdgc7.011.gcA15.fits,Star,0.9827668070793152,0
---,GCN,N,---,188.37167358398438,9.41308307647705,-11.428289413452148,3.9912478923797607,3.148906946182251,3.5618178844451904,1.0,-3.4824092388153076,2.131474494934082,2.271571397781372,-5.9541192054748535,1.9513498544692993,2.4416890144348145,13.899999618530273,16.600000381469727,gcN81,vdgc3,27,30,4,21,29,spec1d.vdgc7.013.gcA19.fits,Star,0.9826452732086182,0
---,GCN,N,---,188.30429077148438,9.405111312866211,64.59429931640625,2.5641212463378906,1.3654224872589111,1.378015398979187,1.0,67.84693908691406,0.520359992980957,0.5303668975830078,-10.64736557006836,0.17011769115924835,0.2301592230796814,13.899999618530273,92.12000274658203,gcN76,vdgc3,26,29,4,6,14,spec1d.vdgc7.014.gcA20.fits,Star,0.9808769226074219,0
---,GCN,N,---,188.26400756835938,9.392666816711426,-3.8930764198303223,2.628436803817749,1.611891269683838,1.3876466751098633,1.0,12.06834888458252,0.9506576657295227,0.520359992980957,2.0614261627197266,0.36024922132492065,0.3002076745033264,13.899999618530273,58.189998626708984,gcN70,vdgc3,25,28,4,63,71,spec1d.vdgc7.017.gcN77.fits,Star,0.9828065037727356,0
---,GCN,N,---,188.3091278076172,9.379416465759277,237.21372985839844,4.68120002746582,4.604163646697998,3.7001402378082275,1.0,233.6216278076172,3.9927620887756348,3.1421737670898438,-17.492101669311523,1.9213292598724365,1.5010384321212769,13.899999618530273,14.850000381469727,gcN64,vdgc3,24,27,4,115,123,spec1d.vdgc7.018.gcN79.fits,Star,0.891720712184906,0
---,GCN,N,---,188.2745361328125,9.376166343688965,-20.584623336791992,2.5538101196289062,1.3704370260238647,1.335015058517456,1.0,-17.86235809326172,0.5103530883789062,0.4302976727485657,-11.177732467651367,0.2301592230796814,0.18012461066246033,13.899999618530273,82.47000122070312,gcN63,vdgc3,23,26,4,160,169,spec1d.vdgc7.020.gcN88.fits,Star,0.9823485016822815,0
---,GCN,N,---,188.2964630126953,9.36388874053955,108.60474395751953,2.5515103340148926,1.328284740447998,1.3704370260238647,1.0,113.31839752197266,0.3702561557292938,0.5103530883789062,-9.186355590820312,0.25017306208610535,0.2301592230796814,13.899999618530273,85.16999816894531,gcN60,vdgc3,22,25,4,21,30,spec1d.vdgc7.021.gcN106.fits,Star,0.9754653573036194,0
---,GCN,N,---,188.2660369873047,9.348750114440918,299.2966613769531,6.27675199508667,5.9976959228515625,5.785879135131836,1.0,308.67352294921875,5.513814449310303,5.243627548217773,-4.523129463195801,2.0013844966888428,2.1014537811279297,13.899999618530273,8.649999618530273,gcN57,vdgc3,21,24,4,69,77,spec1d.vdgc7.022.gcN110.fits,Star,0.7121429443359375,0
---,GCN,N,---,188.0174560546875,11.966944694519043,1129.3509521484375,10.076057434082031,9.579239845275879,10.116523742675781,1.0,1149.6153564453125,6.824721336364746,6.644596576690674,6.264333724975586,6.604568958282471,7.525206089019775,14.0,3.740000009536743,gcN242,vdgc2,34,36,4,27,33,spec1d.vdgc7.023.gcN114.fits,M87GC,0.777376115322113,0
---,GCA,N,---,188.2834930419922,9.381583213806152,286.2476501464844,20.19442367553711,18.28545379638672,21.870906829833984,1.0,300.14764404296875,18.24262046813965,21.835105895996094,0.590408444404602,165.21429443359375,42.9697265625,13.899999618530273,1.6799999475479126,gcA18,vdgc3,19,21,2,50,60,spec1d.vdgc7.028.gcN142.fits,Star,0.7653993368148804,0
---,GCA,Y,VCC1488,188.3177032470703,9.39466667175293,1009.6580810546875,49.737091064453125,57.709049224853516,41.67953872680664,1.0,1021.766845703125,57.279624938964844,41.21851348876953,-1.7912391424179077,6.914783477783203,6.054188251495361,13.899999618530273,2.240000009536743,gcA9,vdgc3,10,10,1,46,52,spec1d.vdgc7.029.gcN143.fits,DE_GC,1.0,0
---,GCA,Y,VCC1488,188.3212890625,9.396805763244629,985.8215942382812,9.9197998046875,9.809659004211426,9.577654838562012,1.0,1026.7703857421875,8.836112976074219,8.155641555786133,27.0487117767334,4.072817325592041,4.8633646965026855,13.899999618530273,2.1500000953674316,gcA8,vdgc3,9,9,1,31,39,spec1d.vdgc7.030.gcN149.fits,DE_GC,1.0,0
---,ALG,N,---,188.44895935058594,9.484360694885254,49.81407928466797,2.682102680206299,1.6892740726470947,1.484603762626648,1.0,16.691547393798828,0.7405123114585876,0.5603876709938049,-47.02252960205078,0.8605953454971313,0.5703946352005005,13.899999618530273,79.68000030517578,alg198,vdgc3,6,6,-1,13,21,spec1d.vdgc7.031.serendip1.fits,Star,0.9818471670150757,0
---,ALG,N,---,188.37290954589844,9.4529447555542,38.68638229370117,2.568223476409912,1.372299075126648,1.388404130935669,1.0,51.18540954589844,0.450311541557312,0.40027689933776855,-1.4009692668914795,0.3402353823184967,0.450311541557312,13.899999618530273,114.7300033569336,alg191,vdgc3,5,5,-1,14,21,spec1d.vdgc7.033.gcN155.fits,Star,0.982359766960144,0
---,ALG,N,---,188.31312561035156,9.428028106689453,-19.663986206054688,2.8223469257354736,1.7354727983474731,1.8931341171264648,1.0,19.703630447387695,0.8605953454971313,1.180816888809204,25.467618942260742,0.840581476688385,0.7905468940734863,13.899999618530273,60.349998474121094,alg156,vdgc3,4,4,-1,11,19,spec1d.vdgc7.035.gcN160.fits,Star,0.9823834896087646,0
---,ALG,N,---,188.4171600341797,9.526472091674805,88.31070709228516,4.563730239868164,4.165993690490723,3.893014430999756,1.0,93.66480255126953,3.23223614692688,2.601799964904785,-8.545912742614746,2.3115992546081543,2.611806869506836,13.899999618530273,21.329999923706055,alg146,vdgc3,3,3,-1,12,20,spec1d.vdgc7.036.gcN164.fits,Star,0.9785066246986389,0
---,ALG,N,---,188.3592987060547,9.409805297851562,106.67341613769531,3.2899651527404785,2.2732019424438477,2.6844491958618164,1.0,143.32916259765625,1.6311284303665161,2.031405448913574,22.7557430267334,0.970671534538269,1.2308515310287476,13.899999618530273,45.849998474121094,alg86,vdgc3,2,2,-1,12,20,spec1d.vdgc7.038.gcN168.fits,Star,0.9758033156394958,0
---,ALG,N,---,188.345703125,9.432666778564453,220.7723388671875,4.068340301513672,3.912630081176758,2.9844632148742676,1.0,240.2562255859375,3.5724713802337646,2.5917930603027344,5.583862781524658,0.9906853437423706,0.7905468940734863,13.899999618530273,52.130001068115234,alg77,vdgc3,1,1,-1,11,19,spec1d.vdgc7.039.gcN169.fits,Star,0.9151854515075684,0
---,ALG,N,---,188.37100219726562,9.447722434997559,35.65428161621094,2.533357858657837,1.296852469444275,1.3332135677337646,1.0,60.23167037963867,0.2701869010925293,0.4202907383441925,10.677386283874512,0.21014536917209625,0.1901315301656723,13.899999618530273,215.10000610351562,alg60,vdgc3,0,0,-1,13,21,spec1d.vdgc7.041.gcN184.fits,Star,0.9824693202972412,0
---,MST,N,---,188.02867126464844,11.994555473327637,-9.636981964111328,24.11477279663086,30.047542572021484,18.151161193847656,1.0,10.177040100097656,28.61979866027832,16.101139068603516,5.814022064208984,9.066271781921387,8.28573226928711,14.0,3.319999933242798,mst912,vdgc2,76,86,1,87,93,spec1d.vdgc7.043.vir294.fits,Star,0.9838862419128418,0
---,MST,N,---,187.97332763671875,11.871166229248047,16.381017684936523,15.385188102722168,13.022391319274902,17.447006225585938,1.0,27.11876106262207,11.007615089416504,15.05041217803955,-3.2622568607330322,6.844735145568848,8.736043930053711,14.0,3.4000000953674316,mst869,vdgc2,74,84,3,59,65,spec1d.vdgc7.044.vir297.fits,Star,0.9842349886894226,0
---,SGR,N,---,187.99037170410156,12.066916465759277,17.65189552307129,5.610040664672852,4.251010894775391,7.234070777893066,1.0,40.818241119384766,0.0,5.804015159606934,9.166340827941895,4.062810897827148,4.132859230041504,14.0,3.680000066757202,sgr800,vdgc2,73,83,4,5,11,spec1d.vdgc7.045.sgr359.fits,Star,0.9842315912246704,0
---,SGR,N,---,187.998046875,12.059139251708984,-3.05242657661438,6.319135665893555,5.09797477722168,6.80280876159668,1.0,17.301969528198242,3.032097578048706,4.743281364440918,6.354395866394043,3.9026997089385986,4.713261127471924,14.0,7.619999885559082,sgr797,vdgc2,72,82,4,24,30,spec1d.vdgc7.046.sgr373.fits,Star,0.9840508699417114,0
---,SGR,N,---,187.98316955566406,12.02922248840332,-14.790547370910645,4.367566108703613,3.503009080886841,4.090604305267334,1.0,2.281578540802002,3.1021461486816406,3.5724713802337646,3.072125196456909,1.040719985961914,1.5510730743408203,14.0,16.959999084472656,sgr788,vdgc2,71,81,4,22,28,spec1d.vdgc7.047.sgr374.fits,Star,0.9837198853492737,0
---,GCA,Y,VCC1488,188.3192138671875,9.40202808380127,1092.115234375,10.214616775512695,10.019338607788086,9.986662864685059,1.0,1124.15771484375,7.275032997131348,6.31436824798584,18.14255142211914,6.774686813354492,7.635282039642334,13.899999618530273,3.359999895095825,gcA10,vdgc3,11,11,4,28,36,spec1d.vdgc7.048.sgr376.fits,DE_GC,1.0,0
---,SGR,N,---,188.2656707763672,9.339750289916992,56.84894561767578,4.169705867767334,4.02191162109375,3.1237952709198,1.0,64.93492126464844,0.5503807663917542,0.05003461241722107,-5.814022064208984,3.7826168537139893,2.8619797229766846,13.899999618530273,5.059999942779541,sgr264,vdgc3,42,45,3,59,67,spec1d.vdgc7.049.sgr382.fits,Star,0.9814287424087524,0
---,GCN,N,---,188.00474548339844,11.963722229003906,-19.03348159790039,4.0203986167907715,3.4658353328704834,3.323955774307251,1.0,-4.21291446685791,2.851973056793213,2.902007579803467,0.8205676674842834,1.5210522413253784,1.0307130813598633,14.0,18.489999771118164,gcN241,vdgc2,33,35,4,32,38,spec1d.vdgc7.050.sgr385.fits,Star,0.9835574626922607,0
---,GCN,N,---,187.97096252441406,11.941361427307129,1215.5406494140625,2.90724778175354,1.8119440078735352,2.0714571475982666,1.0,1223.026123046875,0.0,0.0,-6.514506816864014,1.3109068870544434,1.6511422395706177,14.0,14.199999809265137,gcN192,vdgc2,31,33,4,11,18,spec1d.vdgc7.052.mst518.fits,M87GC,0.8223792910575867,0
---,GCN,N,---,187.03599548339844,10.539250373840332,68.73765563964844,10.527630805969238,11.221973419189453,9.386995315551758,1.0,99.68897247314453,10.547296524047852,8.686009407043457,16.3513126373291,3.6225061416625977,3.3323051929473877,14.600000381469727,3.640000104904175,gcN214,vdgc1,41,50,3,106,112,spec1d.vdgc7.058.serendip1.fits,Star,0.9805400967597961,0
---,SERZ,N,---,187.0384063720703,10.535100936889648,151.41485595703125,2.683203935623169,1.4221806526184082,1.8906729221343994,1.0,157.44891357421875,0.2701869010925293,1.3409277200698853,-8.565925598144531,0.620429277420044,0.4603184461593628,14.600000381469727,37.439998626708984,serendip1,vdgc1,40,49,4,115,121,spec1d.vdgc7.062.mst578.fits,Star,0.96429443359375,0
---,GCN,N,---,187.01446533203125,10.52952766418457,165.384521484375,22.898412704467773,19.030183792114258,26.589534759521484,1.0,183.9072265625,18.152557373046875,25.867895126342773,3.9227137565612793,5.573855876922607,6.024167537689209,14.600000381469727,3.75,gcN211,vdgc1,39,47,3,13,19,spec1d.vdgc8.000.alg46.fits,Star,0.9585222005844116,0
---,GCN,Y,VCC1076,187.0541229248047,10.529555320739746,1674.228271484375,19.80353355407715,20.38812255859375,19.004791259765625,1.0,1670.9459228515625,15.350619316101074,13.409276962280273,-17.88237190246582,13.35924243927002,13.409276962280273,14.600000381469727,2.890000104904175,gcN210,vdgc1,38,46,4,49,55,spec1d.vdgc8.001.alg51.fits,DE_GC,1.0,0
---,GCN,Y,VCC1076,187.05149841308594,10.524444580078125,1650.411865234375,11.440351486206055,11.538050651550293,10.92923641204834,1.0,1669.4849853515625,10.947572708129883,10.317137718200684,4.473094463348389,3.422367572784424,3.3823399543762207,14.600000381469727,6.989999771118164,gcN206,vdgc1,37,44,4,114,120,spec1d.vdgc8.002.alg82.fits,DE_GC,1.0,0
---,GCN,N,---,187.06553649902344,10.506443977355957,1392.0330810546875,8.968528747558594,9.489618301391602,7.9197001457214355,1.0,1418.431396484375,9.076278686523438,7.605261325836182,11.798161506652832,2.471709966659546,1.8212599754333496,14.600000381469727,10.09000015258789,gcN195,vdgc1,36,43,4,94,100,spec1d.vdgc8.003.alg91.fits,ICGC,1.0,0
---,GCN,N,---,187.07025146484375,10.500249862670898,108.5451889038086,4.515423774719238,3.7987051010131836,4.140617370605469,1.0,127.35810089111328,3.2622568607330322,3.7726099491119385,4.21291446685791,1.491031527519226,1.160802960395813,14.600000381469727,14.8100004196167,gcN190,vdgc1,35,41,4,16,22,spec1d.vdgc8.004.alg113.fits,Star,0.9754759669303894,0
---,GCN,N,---,187.05824279785156,10.498639106750488,1403.180908203125,8.04693603515625,8.064641952514648,7.468128204345703,1.0,1424.535400390625,7.064887523651123,6.024167537689209,6.754673004150391,3.6825475692749023,4.232928276062012,14.600000381469727,5.980000019073486,gcN189,vdgc1,34,40,4,146,152,spec1d.vdgc8.005.nuc5.fits,ICGC,1.0,0
